Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
140143	-11,8558558558557	39,3693693693703	hː ɑ̆ χʷ    	ʌː fː e ɕʰ    	œ ʒ ʈʂʰ    		o xʲ ʒ tsʰ ɔ̱ l̪ˠ    	āː t̪ bʱ rː    	dʲː ɕʰ æ æ    	m̊ ai ɕʰ    		ãː ʒ dʲː ʈʂʰ    
130213	4,36036036036053	25,8558558558568	s ã kʷ    u ɲ bː    eː h ĩ    ȵ i ʌ    aɪ ɥ ɹ    e˞ ŋː ɲ    h eː ɵ    	ɑː k͈ ɑi z̩    kʷ ɔ̃ː œ bː    ʏ d̥ ʏ l    ø ɔʊ s rː    s ə ɒː tʰ    ɒː s ɛo tʰ    v̩ ɑˑ ə j    v̩ ɑˑ ə mˠ    ɯ u̘ s mː    e ɻ e ˀŋ    	f ʏ k    ɓ o lˀ    ɧ ɔ̃ː    g ã̤ː    oˑ dʲ bʱ    	tʰ o ɾ aː̈ l    	ə s f m ɑː z̩    	k ɑː ʔ z̩    	u s ɱ u    l s ɔ̃ː ɔ̃ː    bv ʈʂ ɔʊ    ɑo tʰ ɗ ɑo    	kʷ ɑː z̩    ă tʰ ʁʷ    ũ bː l    ɔˑ vʲ ɡ    	r ã m    	f ʔ ɑː k    f s ɒ ɕʲ    dː j ʌː k    ɔ: ɕʲ k k    ɹ f yː a    
141983	-16,3603603603602	37,1171171171181	ɑː s pʲ    	ɓ ou    œ s̪ː o d̪    bː ɒ ɑː l    	ŋˀ i cː    	aʊ w aˀ qˀ n̪    	eː t ɵ    l u ðˀ m u mˠ    s i f h u ʃʰ    l ɔˑ ʎ m u ʃʰ    	ʂ s ɜ pʲ    	ŋ pː ʏ    	ɔ d õ    	ɨi f ʋ    	ʑ ɔ β cː    tʷ x æ̃ ɕʲ    
105146	-3,74774774774758	33,5135135135144	ĩ̟ ɣ rʲ    	eˑ ʈ ɔ r    ɯ u̘ s n    		p ɛˑ e r̥ m    	a cçʷ s m ɨː r    	k ɔi ts ɗ    	r s a̤ a̤    	eˑ w r    	r uɔ m    	cçʷ ɪʊ tsʷ ʃʲ    ĩ s ɓ l̥ː    
141982	-8,70270270270253	35,7657657657667	a̱i ˀm l    aɪ ɥ ɹ    i dʲ ⁿg    	ʄ o ɑ f    	k ɑ dʲ    ɔ̃ː ɻ    	o l ɑ ɗ m    	ɑ m ˀm uˑ k f    a cçʷ m s ɨː n̩    	ˀd n̩ o cçʷ    	t ˀm uˑ uˑ    s ɗ ɔˑ ɔˑ    ɗ ɑ̃ mː ɑ̃    	ɑ l f    	ʝ ɑ̃ m̊    	ˀm ɑ k dʲ    s ĩ ɓ l̥ː    
96375	-1,94594594594578	14,1441441441451	ɸ i h    xː i w    iː w̃ ʐ    	ɖ ɛ    ɛ ʑ    	kʰ i k    	é w ɕʲ ẽ n̥    	a s ʂ kʰ iˀ r    t əɯ ã    l əu m m̥ ɑi r    s e˞ m ẽ ʈː c    	s zʲ ə sʰ    	s r ẽ ẽ    r s ɔ̃ː ɔ̃ː    h ɑ̃ ɾ ɑ̃    	a tˤ r    	b̥ oi m    r i̟ ʑ    d̪ʰ aˑ m    ɒː d̪ʰ ʀ    	s qʼ ɔˑ sː    ɕʲ ɔ: k k    f v ă mː    tsʲ ɟ yː ãː    ɒː d̪ʰ ʀ    
114571	-10,5045045045043	19,5495495495505	ʉː ʈː t    	ʈː o aː̈ ʃ    æ̃ m ei r    o dː ʊ r    	i r̝ k    ɧ ɔ̃ː    	t o ⁿdʑ aː̈ m    	ɬː ɔˑ nʲ f aː r    f m ʌ̃ ŋː ʊ̃ ȶ    	õ ʑ cː r    	v t ʉ    	əi t l    	u n̪ m    ʒ u õː n ɮ    	qʰ əi tɕʰ m    ʑ β eu cː    
141981	-15,9099099099097	17,7477477477487	ɔi ʑ lˠ    	dː ə iɪ r    	n̩ ɔi cː    	w ũ e n ʈ    	ʑ əɯ hː n̩ u r    	cː ʑ ĩː r    	r ʑ u u    ˀk ui n ai    	lˠ əɯ r    	ʑ əɯ n̩ cː    	
88143	4,36036036036053	10,9909909909919	ɑ n r̃    	n e ɑ̃ː dʒ    ɐ o s r    s ɔ ɑˑ cʰ    əu u̘ s mː    	f ə̃ ʃʰ    	ei r̃ qʰ e dʒ    w ɔu œ β ʡ    	iː cː æː    	cː s e̞ j    	zʲ ɤː bˤ õ    θ u ˀŋ a̤    	r̃ ɔˑ dʒ    a qχ r    	ʒ ɑː cçʰ    	ð h ə cː    
89711	3,00900900900918	46,1261261261271	ʏ s s    eː h ɵ    s œ lː    	í s ɛ̃ ɹ    pʰ e ă r̝    w̃ eː    s ɛo ɒː tʰ    	f ʏ k    ĕ l̥    	z ɣ e ă tː    	s ẽ ä f pʰ ŋ    s œ f h ʌ ʃʰ    	ʏ k v̩ d̪    	tʼ ʁ oː    	w ə d̪    	θ œ l    	f v̩ ə k    
140141	2,10810810810828	23,6036036036045	ɨ̃ dː p    ɨ̃ ʃ ʔʲ    r ɛ̠ ˀd    	o̞ː dː ai tɕʰ    o bʰ o̞ː ʔ    aːi ɸ e ˀɣ    uː e pː tɕ    i̱ ʀ    ç eː    ə s ɒː tʰ    	ɨ̃ ŋ̩ k    	ai p ŋː o̞ː ʈʂʰ    bˠ o y ʃʲ ˀb    ɜ n uː t ʈʂʰ    	ʊː ɖʐ χ tɕʰ ɔ̃ː ɾˠ    aːi ˀb o    s i f h u ʃʰ    	kp k iɛ ʔ    	r dː ɔ̃ː ɔ̃ː    	ʊː p r    	ie ŋ ʡ    o r ʈʂʰ    	ŋ̩ aː̈ j ʈ    ɸ bʱ œː sˀ    f iɛ c ʃ    bʱ yː ʋ a    f t̪ a ʃʰ    j ɗː iɔ ɤ    
138073	-15,9099099099097	17,7477477477487	ʀ a tʰ    aːi k iɪ    	s o e̱ r    ɓ a    ø ɪˑ s pʲ    	o̞ ʈʂʰ ʈʂʰ    ɧ ɔ̃ː    bʲ ø ɲ    ã g dʰ    	a̤ k bv c    	ʊː ħ χ tɕʰ ɔ̃ː ɾˠ    	iː k ħː lʱ    r t a    ʁ t̪ ɯ ȶ    	ʀ œ b̥ ĕ    	æ tʰ lʱ    	a b̥ p    d̪ʰ i m    i r m̥    i r l̥    	bʱ yː f a    f j a ɹ    f ɣ o b    ɕʰ f ẽ v    f c ʉ lː    
138072	-2,39639639639623	30,8108108108117	ə mˀ i    kʰ ɑː pʲ    ẽ ɸ w    	ʈ i o n̩    	ɧ iu    	ʊ̃ k ʈ h    	ŋ dʲ m ʌː a ʝ    aːi w ã    r s f ʌː au sː    	ʎ ʮ ɯ    ⁿd ãː zː kʰʲ    p͈ gʱ ø d̪    tɕ tɕ u    r ɟ i̱    	ʮ v au    u b̥ ŋ u    	ɔ vː a    i̱ ɭ n̩    	r i tsʰ    	yː dʒʰ ʎ a    ĩ s ɓ l̥ː    
79470	-9,15315315315298	13,6936936936946	ɔ̘ t̪ ɗ    	o ɐː t̪ l    ø̠ u̘ d̪ʰ h    	tɕʰ ɨ fː    	t uɔ j̃ o ⁿq    	d ɔˑ m uɔ ɖʰ l    aːi ɕ aː    	k ɛ̠ j l    ʔ ˀŋ ə f    	s æ ⁿts ʏ    	ʌː ɗ l    	ɔ̘ l m    n̪ u m    	β ɔˑ tsˀ ʃʼ    
141980	-11,4054054054052	20,9009009009018	i ɾ w    	ɑ˞ çʰ o̞ː tsˀ    	aː f ɕ    	mˀ o oː n ⁿd    	dʲː a m ʒ u tsˀ    	u s ⁿd u    	h ɯ ɾ ɯ    s ə r ʌ    	ɕʲ á ɗ    	ts a ⁿd    	f ʮ o ʁ    dː ə̆ ȵ    
109019	0,756756756756926	35,3153153153162	aˀ ⁿd ɭ    tɬ eː ɛɪ    	s ɒː ɛo tʰ    	ɐu ˀɣ    	oi s pʰ rʲ    	h aːi ä    s aɪ ˀm m ə̃˞ s    ʄ aːi aː    	tɕ tɕ u    s cː o β    	ŋ pː ʏ    ɗ ɨ̃ gʰ ɨ̃    	aː d øː    ai w r    	f ɔː ʋ    	aː f ɬ ɤ    
126105	-16,8108108108106	27,2072072072081	dʲː iɛ z    		o ɦ cː    	əː ɾ t̪ aːi m    	ɪ̃ dʒʱ t̪ f ɪ̃ r    	ĩː cː dʲː t    	t u dʲː u    ʡ s au au    	a z t    		
140140	-24,0180180180178	31,2612612612622	dː ĩ t    ɜ ʑ z    	dː o ŏ r    o ʋ e ʐ    cː e æː ŋ    e e kʰ sʲ    	i ɦ tsʲ    pfʰ e dʑ    	t o ŏ gʰ gʰ    	ɔi dː m ŋ̩ ɔ̃ː r    ʑ ɯː n̩ m u r    	ʂ ɯ̱ o pʰ    	ʈʂʰ ɔ̃ː r o    mʱ u ʑ u    	æ̃ mˀ tɕ    w ɔ pʲ    œː t dʷ    z uɔ mʱ    	ɯ̃ b̥ t    oː r s    	ɯ̱ f æ̃ ʂ    
134102	-8,25225225225208	29,9099099099108	ʑ ɜ z    	a̤ː tsʰ oi r    ʈʰ oi ɛ pʲ    s ə ɒː ʈʰ    	n̩ ɜ cː    	oi bʱ r a̤ː m    	ʑ ɛ n̩ m u tː    	cː ĩː ʑ r    	r ʑ u u    	uɔ z tː    iː w ɡ    	ʑ n̩ ɛ cː    	ʑ n̩ ɛ cː    
83596	3,90990990991008	14,5945945945955	h̃ ʌ ʎ    	u̘ ɯ d̪ʰ ˀk    	ŋ̩ i k    	w ɛ˞ nˀ ɛ̱ ð    	r̝ iu ɻ a̱ t t̪    	x o t̪ ɓ    r̝ o p t̪    kʰʲ kʰʲ ɜ b    ʐ cː œ ɮ    	ɓ uɔ ɡ uɔ    	ɑ ˀm e    cː cː ɛː ɛː    ɑ tː a    	ɗ β ɑ̃ o m    	ʒ ẽ ʐʷ ɳ    
79469	2,10810810810828	35,7657657657667	i tsʼ w    	o ã d t    k uɔ    ĕ ə s dː    	i rː ʈʰ    	eˀ tsʼ ð sː    s ɛ l sː    	tsʼ ɔˑ sʰ rː ɐː ɖʐ    ə s mˠ ɖ e tsʰ    	ɑˑ kp ʈʰ ɖʐ    u s cː ʃʼ    	tsʼ ð ʊ u    tsʼ t ʏ    tsʼ u b̥ ʏ    lˀ gʰ ɨ̃ ɨ̃    s ɐ ʮ oː    	w ɔˑ ɖʐ    ɔ w pʲ    	ð i ɾ    ɪ̃ f gː    	kp f ɔˑ c    
75340	-11,4054054054052	30,3603603603613	ei ʑ ɳ    	β ɐ̃ː o r    	β ɛ cː    	o dˤ r ɐ̃ː ˀŋ    	ʑ ɔ ˀŋ β ɑ̆ r    s θ ɨ ãː f r    	õ cː ʑ r    	r ʑ ɑ̆ ɑ̆    	ɔ ɳ r    	ʑ β ɔ cː    	ʑ β ɔ cː    
112685	-10,9549549549548	24,054054054055	iɛ ʑ ɳ    	nː ɐ̃ː o r    u ɑi ʮ ʮ    	ʒ iɛ ç    o ɦ cː    	o bʰ ɐ̃ː r m    	ɕʲ m ɔ̱ ʒ u ç    	õ ʑ pʰ r    	ɕʲ a̱ h e    	ʊ̃ ɳ r    	ʑ nː ʊ̃ pʰ    ɯ̆ rʷ m    	ʑ nː ʊ̃ pʰ    χ ɳ ɤˑ g    
136080	-5,09909909909893	24,5045045045054	ɣ u w    	tɕʰ ɜ ɛ̃ d̪    iˀ ɸ œː gː    ʁ ĩ̟ iˀ r    s ɑo ɛu ɕ    iˀ au kː kʷ    s ũ ə dʰ    v̩ o æ̃ r    r ɛ    ø ɪˑ s pʲ    	f i ɕʲ    i ʈː k    ʔ õ b    f i̠ d    	k ɔ sʲ ɛ̃ sˤ    t ɛ̃ iˀ dʒ ɱ    w ɦ eˀ ɔ̃ ɬ    o n n ɪʊ m̥    ɛː w ʄ ɑˑ ŋʷ    	uː tʼ ɔ    t̪ ɬ ũ m a pʲ    	ʃʰ v ei d̪    r ʐ æ    ʐ r uɔ    	n̪ b̥ ĩ̟ ĩ̟    	k ɛ d̪    dː a t̪    	rʷ e̞ sˤ    ʊː ħ ħ    	v f ɛ ʃʰ    dʲ ʊː pː k    f ɸ uˑ d̪    ç tɕ ɛ̃ kʷ    
140139	-24,4684684684683	26,3063063063072	ɾ oːu d    ɾ i ʝ    i s w    	é e ɾ r    	i f k    	d xʲ ʌ̃ é z    w ʊ n uo m    w e˞ u n m    ˀn ɛ̃ ə t m    	ɾ iˑ l̪ cçʲ aː̈ g    s ĩ ɟ æː bʰ dʷ    	ts ʌ̃ ts r    	aˑ ɾ ŋ̥ uː    œː ɾ r u    	ɔˑ d r    	oːu r n    ʈ ui cçʲ    	l̪ iˑ ts ts    
140138	-5,99999999999983	24,9549549549559	g a tʰ    i s lː    	g ɑ̠ o ʃʰ    ʑ ɛ    	o̞ h h    	ɕʲ ˀn eu o bʰ    	g æ p ɭ eu ʃʰ    tsʰ ʔʲ x ɵ iː lː    s i x h u ʃʰ    	t ʝ ɪ    gʱ g æː tː    k k ʉ nˀ    cː o t̪ w    	g b̥ œ ĕ    ɾ e̱ sː e̱    ɔ̃ː s mˀ ɔ̃ː    s m i̠ i̠    q sː o o    rʷ dʒ ɑˑ ɑˑ    	tʰ æ ʃʰ    a ɕʲ qχ    	a b̥ p    ɨi ð x    	d̪ː kʰ ɛ̃ d̪    
96371	-17,7117117117115	33,063063063064	ai dʲː z    	õ ẽː ŋʷ ɗ    o d o̞ː t    	ʒ ai ʃʰ    	ũ z uː j m    u r̃ w̃ e ʃ    	dʲː ʒ a u m t    s e̱ ʐ ɕ ẽ̞ qˀ    ɒ w ɔ    	ɛː l dʲː t    w dʲː aˀ l̪ˠ    	t dʲː u u    w̃ s a a    v n u    dz ɨː m ĩ    	z a t    	ai t m    o ʋ lˠ    ɔɪ w̃ cçʲ    	f kp ɔˑ hː    
80866	0,306306306306476	10,090090090091	s õ lˠ    	o ʑ aː pʲ    ɛ ʑ    ə̃ æ̃ tsʲ t    	õ f n̊    	kʰ o w õ m    	m s͈ ĕ ɮ u ɱ    	kː o n̊ r    	r s ə ə    	iɛ kʰ r    	r ũ ʀ    	f kː iɛ n̊    
136077	2,10810810810828	13,2432432432441	i ʈː ɗ    	aː ⁿts    ɐː o̱ ʈː l    mʲ ē e pʲ    ɛ tɬʼ    	ɧ au    f i cː    ɧ ã̤ː    	aː t s pʰ    	ʑ ei ʊ    	ʑ ɳ uɔ    	ɮ ɒ ɹ ɒ    	dʒ ʊ a    ŋ ø ɨ    	ɤː f ɻ    ɨ̃ ɓ ʁ    	j r ɜ k    ⁿdʑ ɓ ĩ l̥ː    
134101	-16,3603603603602	21,8018018018027	æː ɬː ts    ɽ ɯ̃ qʼ    i s ʔ    ɐː ʈʂ mʲ    	ʂ ɐi aːu r    æ̃ ei tsʲ r    ɔ a̠ s r    	f ä ʈ    iɪ dʒʰ r    	æ θ ɑˑ ɥ nʲ    ɕʲ ɑˑ ˀn eu cʲ    	ɔˑ ɬː nʲ f aː r    o s ɴ̩ ɐ p ɡ    	v au t̪ r    k eː tʲ ʀ    	s æ̃ r ɪˑ    	ɔ̃ θ ɖʱ    mʲ ui ɹ    	v au t̪ r    	ɔˑ f d̪ʰ d̪ʰ    
96370	4,81081081081098	18,1981981981991	kː ɐ̃ w    e ʑ ɔ    	eː g̊    ø h oː rː    ʑ ɘ    ɯi s ũ n    	i ɕʲ k    oːu f dʒʱ    	w ɛː ʑ ɔ r    o n w ə m    t͈ e ɸ ɯ ŋˀ    	t̪ e ɔ    	r β eˑ    	β z̩ oː    v t̪ iː    	ʒ ɪ o    a ɕʲ qχ    	o jː χ    cçʰ ã̤ː ɓ    d̪ʰ i m    	a̤ː pfʰ r o    ɯi pfʰ ɓ    s cç ɑ cː    ȵ f ă ŋ    dʑ r ɛˀ k    dʲ v a cː    
138071	-11,4054054054052	22,7027027027036	i ɾ w    	ɑ˞ çʰ o̞ː tsˀ    	aː f ɕ    	mˀ o oː n ⁿd    	dʲː a m ʒ u tsˀ    	u s ⁿd u    	h ɯ ɾ ɯ    s ə r ʌ    	ɕʲ á ɗ    	ts a ⁿd    	ʒ ə̆ ȵ    
122139	-17,7117117117115	37,1171171171181	ˀk ɨ dzː    	ɑː ʈ ə ɸ    	b ə cː    	t ə̆ ɗ ə m    	s i h f u ʃʰ    s e̱ ʐ ɕ œ qˀ    s i f h u tʷ    	f āː v ʈʂ    əu l̪ˠ cː ȶ    	ˀk ʈʂ āː āː    ɗ dˤ āː āː    s r i i    	sː ɑ˞ r    	χ i tɬ    ũ l̪ˠ m    	ŋː æː v f    
141979	-16,3603603603602	25,8558558558568	æ ʑ z    	o tsʰ a̤ː r    dː ə o n̪    n̩ u ɪʊ d    	n̩ æ cː    	o bʱ r a̤ː d̪    	ʀ ʌ rː p ɔ̃ d    	cː ʑ ĩː n̪    õ cː ʑ xʲ    	ʑ r u u    kʰ u d u    	z uɔ n̪    	r ĩ̟ d    r i l̥    	t̪ r̃ ẽː b    
141978	0,756756756756926	10,090090090091	ɔ ʰt t    	ɳ e̞ ɑ̃ː ʋ    	f i ɳ    	ei ŋ̩ ɹ e̞ ʋ    	ⁿg ă ʁʷ t̪ʰ ɑi ȵ    	r ʐ uɔ    	d̥ bˤ e e    t x øː    	ŋ̩ ɐː dʒ    	i b̥ ʋ    	dʑ n ɑ v    
107105	-28,0720720720719	23,1531531531541	ī cː pʰ    	ɗː u ĩ d̪    	pʰ i ʒ    		cː a pʰ a̤ː f ŋ    n̪ ɛ sˤ f e̞ d̪    	kʲ mˠ ē ŋ    	cː ŋ iː iː    	ⁿts a̤ː x    	r i ʐ    	mˠ a f kʲ    f v ɛ ʃʰ    ɓ j o̞ː x    
79464	-16,3603603603602	16,3963963963973	i ɾ ŋ̩    	a̤ː o tsʰ r    	f ŭ ɬʲ    əu d̥ cː    	o w n ɤ ðʲ    	r m o f ɑ̃ tɕ    	cː ĩː ʈ r    	lʲ u w u    	bʱ ɐi r    	r ĩ̟ d    ʑ n uɔ cː    	ʈ n̩ ɐi cː    
136075	-31,6756756756755	23,6036036036045	ɔː ɗː m    oi ɳ t    	s ɒː ɔ d̪    ə dz o r̝    	ŋ̩ e ɦ    	m əː ʃʷ ə ʃʷ    	a ɗː ʃʷ sʰ ɑ̆ rʷ    	əː sː ʈ rʷ    ɖ u ⁿs t    	ɑ̆ ɗː rʷ ɑ̆    	x o r    	ɯ̱ iː ʈ    	ẽ sʰ sː ʈ    ⁿts f ă ⁿts    
80864	-12,7567567567566	36,6666666666676	ɛˀ ˀd m    	o ʈʂ æː p    o e ˀd ɖ    nˀ ə ɔ̃ː tsʰ    ẽ f o θ    	i f ŋ    ɔɪ f k    f ə̃ ʃʰ    	ɔ̃ː ɕʰ e˞ w̃ m    ɔi ɐ lˀ bʱ ˀɣ    r ɔ æː ɲ b    o ɯ̃ z ʕ m    	ao ɾˠ f m au s͈    s e̱ mʲ ʐ ẽ̞ qˀ    cçʰ n ɔˑ dz u ʃʰ    n̪ e sˤ f u d̪    	rʲ dʲ ɑ̱ ʃʰ    nʱ ⁿts o rʷ    	ɾˠ s͈ ɔ̃ː ɔ̃ː    r ŋ e̞ e̞    	ɕʰ ao s͈    	i s͈ m    iɛ r m    	f tɕ ɛɪ ñ    
103491	-29,8738738738737	21,8018018018027	ɲ ɑ̃ ˀŋ    ʂ ɛː z    e s n̪ː    	o ɔ s r    	e f k    æː f pʰ    ɑ̃ ɮ ç    	w ˀŋ o ɑu b    eu t æː ˀŋ g    	lʲ ɤˑ ȶ ˀd ɑu r    	k k o ʈː    l t̪ o ʂ    ⁿdʑ kʰ o l    ɛː cː dʲː t    ē ts cː lˀ    	s ⁿd ɐ̆ ɐ̆    	w ɐ̆ r    ⁿs əi ɬ    	ɛː ʰt n    	f k ɐ̆ k    
92868	3,00900900900918	45,2252252252262	i nʲ ɹ    	e nʲ au cʰ    aɪ ʕ o β    	i ȵ s    	ɹ h au e w    	s ɔˑ lˀ ia c ʥ    	s ɛ̠ nʲ dz    	nʲ u d̪ u    	ɹ ʌ̃ ⁿg    	d̪ ui w    	ȵ ʌ̃ nʲ s    
141977	-15,4594594594593	17,2972972972982	xː i w    dʲː ɑː pʼ    	ɑˑ ɨ v kʼ    ɔu e ʄ d̪    s ũ o r̩    	v ī xʲ    	a̹ n e kʼ bʷ    sʰ ĭ e q m    	v u u v ˀm l    o s ɴ̩ o p ɡ    lʲ f e˞ oː r̃ hʷ    	xʲ xʲ ɨ l    ʔ ˀŋ ə n̥    	ʈʂ s ɔ̃ː æ    dz ɦ ɪ ɪ    ɨ l̥ n yː    	u w l    ˀb ɛˀ ɖʰ    	kʼ ī ˀm    i w m    u n̪ m    ɯ̃ w cçʰ    	xʲ v u xʲ    
134099	-27,171171171171	29,0090090090099	i s w    	s yː ä l̪ˠ    	xʲ ə̃ ñ    	ˀn ə ɛ̃ t m    	s ĩ tsː f a̤ː l̪ˠ    	ɸ cː əi t̪ʰ    	s a̤ː l̪ˠ u    	w ĩ l̪ˠ    	β ʑ a ñ    	ã ɸ ʒ cː    
107103	-7,35135135135118	22,2522522522532	ʑ ɜ z    	a̤ː tsʰ oi r    ʈʰ oi ɛ pʲ    s ə ɒː ʈʰ    	n̩ ɜ cː    	oi bʱ r a̤ː m    	ʑ ɛ n̩ m u tː    a qχ ŋ u f pʲ    	cː ĩː ʑ r    ɕ l̩ o v̥    	ˀd v̥ ɑ̆˞ ɑ̆˞    	uɔ z tː    iː w ɡ    œː ˀl nː    	ʑ n̩ ɛ cː    	ʑ n̩ ɛ cː    
130203	-15,4594594594593	31,7117117117126	tɕ iɛ z    	wʲ o o t    	ʒ ɒː cː    	kː o o zː m    o kʼ ɕ e bʰ    	l̥ æ pʰ m æ ɾʲ    	tɕ cː oˑ tsʲ    	t tː u u    	a z t    t oː dʷ    	ʑ β au cː    	ʑ r a cː    mˀ f ɔˑ b    
88138	-14,1081081081079	23,1531531531541	ĩ̟ ʑ z    ɑː ʈː l    eː h ɵ    	əː tsʰ e̠ t̪    	ɖ ĩ̟ cː    	əː ɾ t̪ e̠ m    	uɔ ʑ m ɔˀ ɖ t̪    	ĩː cː ʑ t̪    w yː c ʃ    	t̪ ʑ u u    ʈ d̪ʰ u u    	z uɔ t̪    ˀm ɯː ei    ˀm ɯː ei    	ɭ e̱ m    	ɸ œː bʱ tɕ    
103490	-3,74774774774758	12,7927927927937	ɛ̱˞ ⁿɢ ṽ    	v̩ æ̃ o ɓ    s o ə dʰ    tː ɛ    	ɛ̱˞ cçʰ β    d̥ əu ç    	əɯ t ʊɪ ɸ ʈʰ    	oi ⁿɢ m i cçʰ b    	y β jʷ r    	b pʰ ə ə    	eː b ɣ    	ɑ̃ d̪ʰ m    i r m    	cçʰ ɤː jʷ ˀl    
141976	-14,5585585585584	28,108108108109	n̪ ə̃ s    	tɕʰ ʊ e d̪    o œː s pʲ    ʁ e̞ o r    		k ɔ e sʲ sˤ    kʼ o ɕ e bʰ    	n̪ ɛ sˤ f e̞ d̪    s m i̤ ɑi ʜ ʰt    	v ə˞ ʃʰ d̪    	ɑi s r uː    	dː ɐː ɾ    	rʷ e̞ sˤ    ɔ b̥ v    ʊː ħ ħ    ʏ sʰ sˤ e m    	ʜ tʲ i̤ k    
91301	-21,3153153153151	18,1981981981991	s ŏ w    	ɛ̃ ɗː ɑ̆˞ d̪    ei l e̞ w    ɔu e ʄ d̪    æː ʈ e ɾˠ    æː b̥ e ɾˠ    	j ɯ βʲ    ɣ ɯi k    	o w f ŏ̱ v    	ɪ s f lʲ ɑ̠ r    	cː ɔu ɕː r    	s kʷ u u    ʊː s ˀm iˀ    	ɔˑ w d̪    	vː au m    	t̪ õ f cː    tˤ tʰ œ cː    vː au m    t̪ f ə kʷ    
140132	-28,0720720720719	25,4054054054063	e˞ r bˠ    	e ɪ s bʲ    uˀ ʉ l ʈʂʰ    ə˞ æ θ cçʰ    	oːu f ts    f i̠ dʒ    	f o ɛ qχ qχ    ɔ e w n ŋ̩    o d̪ʰ n ɑˑ m    	s f ɔˑ cçʲ æ̃ b    nˀ ɛ sˤ f e̞ d̪    	o mʷ mʷ ɣ    nʱ ⁿts o rʷ    	æ̃ t s uː    	ɔˑ ʁʷ bʲ    	ʝ u a n m    	ts f ɔˑ ts    ⁿts f ɑ ⁿts    f v ɛ ʃʰ    
128167	-9,15315315315298	36,2162162162171	aˀ ⁿd ɭ    eː h ɵ    	s ɒː ɛo tʰ    ɯ u̘ s mː    ɛ̃ u ˀp ʈː    q y ɛ̃ ʃʰ    u n̩ ɪʊ d    	ɐu ˀɣ    i ʈʂʰ dʒ    	oi s pʰ rʲ    	h aːi ä    s aɪ ˀm m ə̃˞ s    ⁿd o̞ː m ʒ iu ʒ    	tɕ tɕ u    	ŋ pː ʏ    	ɔ d õ    ai w n    ə d̪ d̪    	f ɔː ʋ    i ɖ ŋ    n u tʼ    	aː f ɬ ɤ    
136070	-12,7567567567566	32,1621621621631	ṽ oːu b    qχ ɛ̃ ɭ    	ɯ u̘ s ʁʷ    	a̤ bˤ ʃ    i f ɳ    ø tʷ ʐ    	n b aˑ o m    n b aˑ o m    	ṽ ɜ ɖʰ m uɔ r    	kʰʲ kʰʲ ɜ b    o kʰʲ cʰ r    ʃ o ʃ p    	ṽ uɔ z uɔ    ɳ b̥ ø ia    	ʉ w r    ɔˑ w ɧ    	r oːu m    	ʉ ɖʰ kʰʲ kʰʲ    x u f cː    ɕʲ ɔ: m m    
41989	-14,5585585585584	20,0000000000009	i l w    ɽ ɯ̃ qʼ    	l ə ɒ l    ts ɨˑ ɛː ʈʂʰ    tsʰ ə ũ mˠ    n̩ u ɪʊ d    ŏ̱ s o c    	i r̃ b    œ tˀ cː    	w ə cː øː tɕʰ    ɔ e w ɲ ŋ̩    ʒ ɨ ɗː əː ɮ    	l ɐi tɕʰ r̃ ə l    s θ u ə̥ f kʰ    ȶ s ɔˑ æː kʼ d̪    	ä dʲː d ʈʂ    ŋː ŋː ɒ kʰ    ɕ l̩ o v̥    	eː s c eː    	ɐi w l    	ɛː ʃ m    kʰ ɔɪ sʰ    ɯ ɲ m    tɕʰ i tː    	t̪ r̃ ɐi b    kʰ ɔɪ sʰ    ʑ β ɔ h    lʲ d̥ a cː    
19569	-4,64864864864848	26,3063063063072	ʒ yː ȶ    	dʒ yː a ɻ    pˀ ɐ    o əɯ ˀd b    lˠ a    l ɑ o β    ɕː o ɑˑ r    ɐ æ̃ pʲ ʡ    	ŋ ʉː    ŋˀ ui tsʼ    o ʒ cː    	t ɛ a ɥ t    t a̤ s sː    	t ɔˑ dʒ u f ɻ    	ʥ bː ɪ̃ k    s bʰ ɪˑ pʲ    ɨˑ l̥ ʀ ʔ    	u j dʒ ɛ    	o t r    	aɯ f ñ    u ʒ n əː ɮ    	ɔˑ t f dʒ    
107101	-21,3153153153151	19,5495495495505	ɬː oː ts    i dz w    	ʔ ɛˑ ɐi ɾˠ    æ̃ tsʲ ei ɾˠ    	ɯ̃ f d̪ʰ    	rʲ õ a̤ ɥ nʲ    	ɬː ɔˑ nʲ f aː ɾˠ    	d̪ʰ d̪ʰ a̤ ɾˠ    ʔ ˀŋ ə n̥    	ɬː ɾˠ u̘ u̘    qχ c u u    	rʲ ɔˑ ɾˠ    w o ɾˠ    	æː ɾˠ nʲ    	ɔˑ d̪ʰ f d̪ʰ    
141975	-16,3603603603602	21,8018018018027	i dz w    ɛ˞ hː l    	ə b o r̝    	i hʷ cː    	o l n ṳ hː    	o k cçʲ u ʎ dzʱ    	t̪ o cː r    	dz u tˀ u    	ɛ ɕʲ ɥ    	ʌ dzʱ cçʲ    	hʷ o t̪ ɖ    
